Demand,month,day,weekday,hour,Demand24,Demand25,Demand47,Demand48,Demand49,Demand72,Demand96,DB,DP
2236.0,1,8,1,7,2105.0,1810.0,1800.0,1722.0,1651.0,1808.0,2287.0,29.0,22.0
2368.0,1,8,1,8,2253.0,2105.0,1910.0,1800.0,1722.0,1894.0,2418.0,31.0,22.0
2352.0,1,8,1,9,2263.0,2253.0,1982.0,1910.0,1800.0,2005.0,2423.0,32.0,22.0
2326.0,1,8,1,10,2260.0,2263.0,2016.0,1982.0,1910.0,2076.0,2417.0,34.0,23.0
2310.0,1,8,1,11,2261.0,2260.0,2028.0,2016.0,1982.0,2109.0,2403.0,36.0,24.0
2283.0,1,8,1,12,2258.0,2261.0,2019.0,2028.0,2016.0,2105.0,2371.0,37.0,24.0
2254.0,1,8,1,13,2237.0,2258.0,1998.0,2019.0,2028.0,2072.0,2332.0,38.0,24.0
2242.0,1,8,1,14,2223.0,2237.0,1992.0,1998.0,2019.0,2034.0,2320.0,40.0,25.0
2219.0,1,8,1,15,2202.0,2223.0,2012.0,1992.0,1998.0,2015.0,2309.0,41.0,24.0
2223.0,1,8,1,16,2221.0,2202.0,2182.0,2012.0,1992.0,2022.0,2310.0,42.0,24.0
2362.0,1,8,1,17,2328.0,2221.0,2375.0,2182.0,2012.0,2158.0,2415.0,40.0,25.0
2551.0,1,8,1,18,2505.0,2328.0,2370.0,2375.0,2182.0,2350.0,2562.0,38.0,25.0
2545.0,1,8,1,19,2521.0,2505.0,2301.0,2370.0,2375.0,2342.0,2530.0,36.0,25.0
2486.0,1,8,1,20,2514.0,2521.0,2215.0,2301.0,2370.0,2282.0,2457.0,34.0,25.0
2395.0,1,8,1,21,2436.0,2514.0,2068.0,2215.0,2301.0,2227.0,2373.0,35.0,24.0
2245.0,1,8,1,22,2294.0,2436.0,1906.0,2068.0,2215.0,2131.0,2259.0,35.0,24.0
2044.0,1,8,1,23,2106.0,2294.0,1753.0,1906.0,2068.0,2004.0,2100.0,34.0,24.0
1867.0,1,8,1,24,1933.0,2106.0,1655.0,1753.0,1906.0,1858.0,1933.0,34.0,24.0
1753.0,1,9,2,1,1831.0,1933.0,1601.0,1655.0,1753.0,1752.0,1806.0,35.0,24.0
1698.0,1,9,2,2,1778.0,1831.0,1586.0,1601.0,1655.0,1668.0,1733.0,35.0,24.0
1672.0,1,9,2,3,1754.0,1778.0,1592.0,1586.0,1601.0,1629.0,1691.0,34.0,23.0
1679.0,1,9,2,4,1755.0,1754.0,1646.0,1592.0,1586.0,1611.0,1666.0,33.0,23.0
1736.0,1,9,2,5,1803.0,1755.0,1810.0,1646.0,1592.0,1617.0,1670.0,34.0,22.0
1901.0,1,9,2,6,1957.0,1803.0,2105.0,1810.0,1646.0,1651.0,1715.0,29.0,22.0
2193.0,1,9,2,7,2236.0,1957.0,2253.0,2105.0,1810.0,1722.0,1808.0,29.0,22.0
2341.0,1,9,2,8,2368.0,2236.0,2263.0,2253.0,2105.0,1800.0,1894.0,31.0,24.0
2350.0,1,9,2,9,2352.0,2368.0,2260.0,2263.0,2253.0,1910.0,2005.0,28.0,21.0
2352.0,1,9,2,10,2326.0,2352.0,2261.0,2260.0,2263.0,1982.0,2076.0,33.0,22.0
2354.0,1,9,2,11,2310.0,2326.0,2258.0,2261.0,2260.0,2016.0,2109.0,35.0,21.0
2342.0,1,9,2,12,2283.0,2310.0,2237.0,2258.0,2261.0,2028.0,2105.0,38.0,21.0
2324.0,1,9,2,13,2254.0,2283.0,2223.0,2237.0,2258.0,2019.0,2072.0,38.0,24.0
2305.0,1,9,2,14,2242.0,2254.0,2202.0,2223.0,2237.0,1998.0,2034.0,38.0,24.0
2303.0,1,9,2,15,2219.0,2242.0,2221.0,2202.0,2223.0,1992.0,2015.0,40.0,24.0
2329.0,1,9,2,16,2223.0,2219.0,2328.0,2221.0,2202.0,2012.0,2022.0,40.0,26.0
2441.0,1,9,2,17,2362.0,2223.0,2505.0,2328.0,2221.0,2182.0,2158.0,39.0,29.0
2569.0,1,9,2,18,2551.0,2362.0,2521.0,2505.0,2328.0,2375.0,2350.0,39.0,30.0
2548.0,1,9,2,19,2545.0,2551.0,2514.0,2521.0,2505.0,2370.0,2342.0,39.0,31.0
2479.0,1,9,2,20,2486.0,2545.0,2436.0,2514.0,2521.0,2301.0,2282.0,40.0,32.0
2381.0,1,9,2,21,2395.0,2486.0,2294.0,2436.0,2514.0,2215.0,2227.0,40.0,32.0
2219.0,1,9,2,22,2245.0,2395.0,2106.0,2294.0,2436.0,2068.0,2131.0,39.0,32.0
2014.0,1,9,2,23,2044.0,2245.0,1933.0,2106.0,2294.0,1906.0,2004.0,40.0,31.0
1834.0,1,9,2,24,1867.0,2044.0,1831.0,1933.0,2106.0,1753.0,1858.0,41.0,28.0
1720.0,1,10,3,1,1753.0,1867.0,1778.0,1831.0,1933.0,1655.0,1752.0,41.0,22.0
1665.0,1,10,3,2,1698.0,1753.0,1754.0,1778.0,1831.0,1601.0,1668.0,41.0,23.0
1635.0,1,10,3,3,1672.0,1698.0,1755.0,1754.0,1778.0,1586.0,1629.0,39.0,25.0
1633.0,1,10,3,4,1679.0,1672.0,1803.0,1755.0,1754.0,1592.0,1611.0,38.0,24.0
1681.0,1,10,3,5,1736.0,1679.0,1957.0,1803.0,1755.0,1646.0,1617.0,38.0,23.0
1833.0,1,10,3,6,1901.0,1736.0,2236.0,1957.0,1803.0,1810.0,1651.0,37.0,22.0
2113.0,1,10,3,7,2193.0,1901.0,2368.0,2236.0,1957.0,2105.0,1722.0,35.0,23.0
2241.0,1,10,3,8,2341.0,2193.0,2352.0,2368.0,2236.0,2253.0,1800.0,34.0,22.0
2231.0,1,10,3,9,2350.0,2341.0,2326.0,2352.0,2368.0,2263.0,1910.0,35.0,19.0
2218.0,1,10,3,10,2352.0,2350.0,2310.0,2326.0,2352.0,2260.0,1982.0,36.0,20.0
2214.0,1,10,3,11,2354.0,2352.0,2283.0,2310.0,2326.0,2261.0,2016.0,37.0,20.0
2202.0,1,10,3,12,2342.0,2354.0,2254.0,2283.0,2310.0,2258.0,2028.0,39.0,20.0
2178.0,1,10,3,13,2324.0,2342.0,2242.0,2254.0,2283.0,2237.0,2019.0,40.0,20.0
2165.0,1,10,3,14,2305.0,2324.0,2219.0,2242.0,2254.0,2223.0,1998.0,40.0,20.0
2145.0,1,10,3,15,2303.0,2305.0,2223.0,2219.0,2242.0,2202.0,1992.0,41.0,21.0
2154.0,1,10,3,16,2329.0,2303.0,2362.0,2223.0,2219.0,2221.0,2012.0,41.0,19.0
2287.0,1,10,3,17,2441.0,2329.0,2551.0,2362.0,2223.0,2328.0,2182.0,40.0,20.0
2476.0,1,10,3,18,2569.0,2441.0,2545.0,2551.0,2362.0,2505.0,2375.0,39.0,20.0
2477.0,1,10,3,19,2548.0,2569.0,2486.0,2545.0,2551.0,2521.0,2370.0,38.0,20.0
2428.0,1,10,3,20,2479.0,2548.0,2395.0,2486.0,2545.0,2514.0,2301.0,35.0,20.0
2347.0,1,10,3,21,2381.0,2479.0,2245.0,2395.0,2486.0,2436.0,2215.0,35.0,21.0
2203.0,1,10,3,22,2219.0,2381.0,2044.0,2245.0,2395.0,2294.0,2068.0,32.0,21.0
2007.0,1,10,3,23,2014.0,2219.0,1867.0,2044.0,2245.0,2106.0,1906.0,34.0,21.0
1841.0,1,10,3,24,1834.0,2014.0,1753.0,1867.0,2044.0,1933.0,1753.0,33.0,21.0
1734.0,1,11,4,1,1720.0,1834.0,1698.0,1753.0,1867.0,1831.0,1655.0,32.0,20.0
1684.0,1,11,4,2,1665.0,1720.0,1672.0,1698.0,1753.0,1778.0,1601.0,31.0,20.0
1659.0,1,11,4,3,1635.0,1665.0,1679.0,1672.0,1698.0,1754.0,1586.0,31.0,20.0
1660.0,1,11,4,4,1633.0,1635.0,1736.0,1679.0,1672.0,1755.0,1592.0,32.0,20.0
1707.0,1,11,4,5,1681.0,1633.0,1901.0,1736.0,1679.0,1803.0,1646.0,32.0,20.0
1863.0,1,11,4,6,1833.0,1681.0,2193.0,1901.0,1736.0,1957.0,1810.0,32.0,20.0
2145.0,1,11,4,7,2113.0,1833.0,2341.0,2193.0,1901.0,2236.0,2105.0,32.0,20.0
2292.0,1,11,4,8,2241.0,2113.0,2350.0,2341.0,2193.0,2368.0,2253.0,32.0,20.0
2303.0,1,11,4,9,2231.0,2241.0,2352.0,2350.0,2341.0,2352.0,2263.0,31.0,20.0
2305.0,1,11,4,10,2218.0,2231.0,2354.0,2352.0,2350.0,2326.0,2260.0,32.0,20.0
2311.0,1,11,4,11,2214.0,2218.0,2342.0,2354.0,2352.0,2310.0,2261.0,32.0,21.0
2319.0,1,11,4,12,2202.0,2214.0,2324.0,2342.0,2354.0,2283.0,2258.0,33.0,22.0
2297.0,1,11,4,13,2178.0,2202.0,2305.0,2324.0,2342.0,2254.0,2237.0,33.0,23.0
2290.0,1,11,4,14,2165.0,2178.0,2303.0,2305.0,2324.0,2242.0,2223.0,34.0,24.0
2270.0,1,11,4,15,2145.0,2165.0,2329.0,2303.0,2305.0,2219.0,2202.0,35.0,25.0
2272.0,1,11,4,16,2154.0,2145.0,2441.0,2329.0,2303.0,2223.0,2221.0,35.0,26.0
2384.0,1,11,4,17,2287.0,2154.0,2569.0,2441.0,2329.0,2362.0,2328.0,35.0,26.0
2482.0,1,11,4,18,2476.0,2287.0,2548.0,2569.0,2441.0,2551.0,2505.0,34.0,27.0
2437.0,1,11,4,19,2477.0,2476.0,2479.0,2548.0,2569.0,2545.0,2521.0,33.0,29.0
2357.0,1,11,4,20,2428.0,2477.0,2381.0,2479.0,2548.0,2486.0,2514.0,33.0,30.0
2271.0,1,11,4,21,2347.0,2428.0,2219.0,2381.0,2479.0,2395.0,2436.0,33.0,31.0
2153.0,1,11,4,22,2203.0,2347.0,2014.0,2219.0,2381.0,2245.0,2294.0,33.0,32.0
1994.0,1,11,4,23,2007.0,2203.0,1834.0,2014.0,2219.0,2044.0,2106.0,33.0,32.0
1822.0,1,11,4,24,1841.0,2007.0,1720.0,1834.0,2014.0,1867.0,1933.0,34.0,34.0
1696.0,1,12,5,1,1734.0,1841.0,1665.0,1720.0,1834.0,1753.0,1831.0,34.0,33.0
1623.0,1,12,5,2,1684.0,1734.0,1635.0,1665.0,1720.0,1698.0,1778.0,35.0,34.0
1584.0,1,12,5,3,1659.0,1684.0,1633.0,1635.0,1665.0,1672.0,1754.0,35.0,35.0
1565.0,1,12,5,4,1660.0,1659.0,1681.0,1633.0,1635.0,1679.0,1755.0,35.0,35.0
1572.0,1,12,5,5,1707.0,1660.0,1833.0,1681.0,1633.0,1736.0,1803.0,35.0,35.0
1623.0,1,12,5,6,1863.0,1707.0,2113.0,1833.0,1681.0,1901.0,1957.0,35.0,35.0
1721.0,1,12,5,7,2145.0,1863.0,2241.0,2113.0,1833.0,2193.0,2236.0,35.0,34.0
1831.0,1,12,5,8,2292.0,2145.0,2231.0,2241.0,2113.0,2341.0,2368.0,35.0,34.0
1952.0,1,12,5,9,2303.0,2292.0,2218.0,2231.0,2241.0,2350.0,2352.0,35.0,34.0
2048.0,1,12,5,10,2305.0,2303.0,2214.0,2218.0,2231.0,2352.0,2326.0,36.0,36.0
2106.0,1,12,5,11,2311.0,2305.0,2202.0,2214.0,2218.0,2354.0,2310.0,37.0,36.0
2101.0,1,12,5,12,2319.0,2311.0,2178.0,2202.0,2214.0,2342.0,2283.0,37.0,36.0
2078.0,1,12,5,13,2297.0,2319.0,2165.0,2178.0,2202.0,2324.0,2254.0,37.0,36.0
2043.0,1,12,5,14,2290.0,2297.0,2145.0,2165.0,2178.0,2305.0,2242.0,38.0,37.0
2021.0,1,12,5,15,2270.0,2290.0,2154.0,2145.0,2165.0,2303.0,2219.0,39.0,39.0
2020.0,1,12,5,16,2272.0,2270.0,2287.0,2154.0,2145.0,2329.0,2223.0,41.0,40.0
2122.0,1,12,5,17,2384.0,2272.0,2476.0,2287.0,2154.0,2441.0,2362.0,40.0,39.0
2251.0,1,12,5,18,2482.0,2384.0,2477.0,2476.0,2287.0,2569.0,2551.0,39.0,38.0
2227.0,1,12,5,19,2437.0,2482.0,2428.0,2477.0,2476.0,2548.0,2545.0,40.0,39.0
2154.0,1,12,5,20,2357.0,2437.0,2347.0,2428.0,2477.0,2479.0,2486.0,39.0,38.0
2075.0,1,12,5,21,2271.0,2357.0,2203.0,2347.0,2428.0,2381.0,2395.0,40.0,39.0
1989.0,1,12,5,22,2153.0,2271.0,2007.0,2203.0,2347.0,2219.0,2245.0,40.0,39.0
1857.0,1,12,5,23,1994.0,2153.0,1841.0,2007.0,2203.0,2014.0,2044.0,40.0,40.0
1713.0,1,12,5,24,1822.0,1994.0,1734.0,1841.0,2007.0,1834.0,1867.0,41.0,40.0
1597.0,1,13,6,1,1696.0,1822.0,1684.0,1734.0,1841.0,1720.0,1753.0,40.0,39.0
1521.0,1,13,6,2,1623.0,1696.0,1659.0,1684.0,1734.0,1665.0,1698.0,39.0,39.0
1482.0,1,13,6,3,1584.0,1623.0,1660.0,1659.0,1684.0,1635.0,1672.0,40.0,39.0
1460.0,1,13,6,4,1565.0,1584.0,1707.0,1660.0,1659.0,1633.0,1679.0,41.0,40.0
1465.0,1,13,6,5,1572.0,1565.0,1863.0,1707.0,1660.0,1681.0,1736.0,39.0,39.0
1504.0,1,13,6,6,1623.0,1572.0,2145.0,1863.0,1707.0,1833.0,1901.0,40.0,40.0
1573.0,1,13,6,7,1721.0,1623.0,2292.0,2145.0,1863.0,2113.0,2193.0,41.0,40.0
1660.0,1,13,6,8,1831.0,1721.0,2303.0,2292.0,2145.0,2241.0,2341.0,41.0,40.0
1785.0,1,13,6,9,1952.0,1831.0,2305.0,2303.0,2292.0,2231.0,2350.0,41.0,40.0
1896.0,1,13,6,10,2048.0,1952.0,2311.0,2305.0,2303.0,2218.0,2352.0,41.0,41.0
1959.0,1,13,6,11,2106.0,2048.0,2319.0,2311.0,2305.0,2214.0,2354.0,42.0,42.0
1997.0,1,13,6,12,2101.0,2106.0,2297.0,2319.0,2311.0,2202.0,2342.0,43.0,43.0
2012.0,1,13,6,13,2078.0,2101.0,2290.0,2297.0,2319.0,2178.0,2324.0,44.0,44.0
2004.0,1,13,6,14,2043.0,2078.0,2270.0,2290.0,2297.0,2165.0,2305.0,45.0,45.0
2002.0,1,13,6,15,2021.0,2043.0,2272.0,2270.0,2290.0,2145.0,2303.0,46.0,45.0
2028.0,1,13,6,16,2020.0,2021.0,2384.0,2272.0,2270.0,2154.0,2329.0,46.0,45.0
2134.0,1,13,6,17,2122.0,2020.0,2482.0,2384.0,2272.0,2287.0,2441.0,46.0,45.0
2232.0,1,13,6,18,2251.0,2122.0,2437.0,2482.0,2384.0,2476.0,2569.0,46.0,45.0
2207.0,1,13,6,19,2227.0,2251.0,2357.0,2437.0,2482.0,2477.0,2548.0,46.0,45.0
2116.0,1,13,6,20,2154.0,2227.0,2271.0,2357.0,2437.0,2428.0,2479.0,46.0,45.0
2066.0,1,13,6,21,2075.0,2154.0,2153.0,2271.0,2357.0,2347.0,2381.0,47.0,45.0
1927.0,1,13,6,22,1989.0,2075.0,1994.0,2153.0,2271.0,2203.0,2219.0,47.0,45.0
1760.0,1,13,6,23,1857.0,1989.0,1822.0,1994.0,2153.0,2007.0,2014.0,46.0,45.0
1609.0,1,13,6,24,1713.0,1857.0,1696.0,1822.0,1994.0,1841.0,1834.0,46.0,45.0
1508.0,1,14,0,1,1597.0,1713.0,1623.0,1696.0,1822.0,1734.0,1720.0,46.0,45.0
1451.0,1,14,0,2,1521.0,1597.0,1584.0,1623.0,1696.0,1684.0,1665.0,46.0,45.0
1423.0,1,14,0,3,1482.0,1521.0,1565.0,1584.0,1623.0,1659.0,1635.0,46.0,45.0
1426.0,1,14,0,4,1460.0,1482.0,1572.0,1565.0,1584.0,1660.0,1633.0,46.0,45.0
1480.0,1,14,0,5,1465.0,1460.0,1623.0,1572.0,1565.0,1707.0,1681.0,46.0,45.0
1640.0,1,14,0,6,1504.0,1465.0,1721.0,1623.0,1572.0,1863.0,1833.0,47.0,46.0
1928.0,1,14,0,7,1573.0,1504.0,1831.0,1721.0,1623.0,2145.0,2113.0,48.0,47.0
2095.0,1,14,0,8,1660.0,1573.0,1952.0,1831.0,1721.0,2292.0,2241.0,48.0,47.0
2119.0,1,14,0,9,1785.0,1660.0,2048.0,1952.0,1831.0,2303.0,2231.0,50.0,49.0
2131.0,1,14,0,10,1896.0,1785.0,2106.0,2048.0,1952.0,2305.0,2218.0,50.0,49.0
2140.0,1,14,0,11,1959.0,1896.0,2101.0,2106.0,2048.0,2311.0,2214.0,50.0,49.0
2127.0,1,14,0,12,1997.0,1959.0,2078.0,2101.0,2106.0,2319.0,2202.0,50.0,47.0
2094.0,1,14,0,13,2012.0,1997.0,2043.0,2078.0,2101.0,2297.0,2178.0,52.0,47.0
2079.0,1,14,0,14,2004.0,2012.0,2021.0,2043.0,2078.0,2290.0,2165.0,53.0,43.0
2057.0,1,14,0,15,2002.0,2004.0,2020.0,2021.0,2043.0,2270.0,2145.0,52.0,36.0
2070.0,1,14,0,16,2028.0,2002.0,2122.0,2020.0,2021.0,2272.0,2154.0,51.0,33.0
2192.0,1,14,0,17,2134.0,2028.0,2251.0,2122.0,2020.0,2384.0,2287.0,47.0,31.0
2383.0,1,14,0,18,2232.0,2134.0,2227.0,2251.0,2122.0,2482.0,2476.0,44.0,31.0
2384.0,1,14,0,19,2207.0,2232.0,2154.0,2227.0,2251.0,2437.0,2477.0,41.0,28.0
2323.0,1,14,0,20,2116.0,2207.0,2075.0,2154.0,2227.0,2357.0,2428.0,40.0,26.0
2231.0,1,14,0,21,2066.0,2116.0,1989.0,2075.0,2154.0,2271.0,2347.0,39.0,26.0
2083.0,1,14,0,22,1927.0,2066.0,1857.0,1989.0,2075.0,2153.0,2203.0,38.0,26.0
1902.0,1,14,0,23,1760.0,1927.0,1713.0,1857.0,1989.0,1994.0,2007.0,37.0,25.0
1729.0,1,14,0,24,1609.0,1760.0,1597.0,1713.0,1857.0,1822.0,1841.0,36.0,25.0
1622.0,1,15,1,1,1508.0,1609.0,1521.0,1597.0,1713.0,1696.0,1734.0,35.0,25.0
1566.0,1,15,1,2,1451.0,1508.0,1482.0,1521.0,1597.0,1623.0,1684.0,35.0,24.0
1541.0,1,15,1,3,1423.0,1451.0,1460.0,1482.0,1521.0,1584.0,1659.0,34.0,24.0
1537.0,1,15,1,4,1426.0,1423.0,1465.0,1460.0,1482.0,1565.0,1660.0,34.0,23.0
1589.0,1,15,1,5,1480.0,1426.0,1504.0,1465.0,1460.0,1572.0,1707.0,34.0,23.0
1755.0,1,15,1,6,1640.0,1480.0,1573.0,1504.0,1465.0,1623.0,1863.0,33.0,23.0
2053.0,1,15,1,7,1928.0,1640.0,1660.0,1573.0,1504.0,1721.0,2145.0,32.0,22.0
2208.0,1,15,1,8,2095.0,1928.0,1785.0,1660.0,1573.0,1831.0,2292.0,32.0,22.0
2205.0,1,15,1,9,2119.0,2095.0,1896.0,1785.0,1660.0,1952.0,2303.0,32.0,21.0
2188.0,1,15,1,10,2131.0,2119.0,1959.0,1896.0,1785.0,2048.0,2305.0,34.0,21.0
2203.0,1,15,1,11,2140.0,2131.0,1997.0,1959.0,1896.0,2106.0,2311.0,35.0,21.0
2211.0,1,15,1,12,2127.0,2140.0,2012.0,1997.0,1959.0,2101.0,2319.0,36.0,21.0
2205.0,1,15,1,13,2094.0,2127.0,2004.0,2012.0,1997.0,2078.0,2297.0,36.0,21.0
2203.0,1,15,1,14,2079.0,2094.0,2002.0,2004.0,2012.0,2043.0,2290.0,36.0,22.0
2184.0,1,15,1,15,2057.0,2079.0,2028.0,2002.0,2004.0,2021.0,2270.0,36.0,21.0
2193.0,1,15,1,16,2070.0,2057.0,2134.0,2028.0,2002.0,2020.0,2272.0,36.0,21.0
2318.0,1,15,1,17,2192.0,2070.0,2232.0,2134.0,2028.0,2122.0,2384.0,36.0,21.0
2497.0,1,15,1,18,2383.0,2192.0,2207.0,2232.0,2134.0,2251.0,2482.0,34.0,22.0
2495.0,1,15,1,19,2384.0,2383.0,2116.0,2207.0,2232.0,2227.0,2437.0,33.0,22.0
2433.0,1,15,1,20,2323.0,2384.0,2066.0,2116.0,2207.0,2154.0,2357.0,32.0,22.0
2342.0,1,15,1,21,2231.0,2323.0,1927.0,2066.0,2116.0,2075.0,2271.0,32.0,22.0
2192.0,1,15,1,22,2083.0,2231.0,1760.0,1927.0,2066.0,1989.0,2153.0,33.0,20.0
1992.0,1,15,1,23,1902.0,2083.0,1609.0,1760.0,1927.0,1857.0,1994.0,32.0,20.0
1823.0,1,15,1,24,1729.0,1902.0,1508.0,1609.0,1760.0,1713.0,1822.0,31.0,21.0
1708.0,1,16,2,1,1622.0,1729.0,1451.0,1508.0,1609.0,1597.0,1696.0,31.0,21.0
1647.0,1,16,2,2,1566.0,1622.0,1423.0,1451.0,1508.0,1521.0,1623.0,31.0,20.0
1616.0,1,16,2,3,1541.0,1566.0,1426.0,1423.0,1451.0,1482.0,1584.0,31.0,20.0
1616.0,1,16,2,4,1537.0,1541.0,1480.0,1426.0,1423.0,1460.0,1565.0,31.0,20.0
1677.0,1,16,2,5,1589.0,1537.0,1640.0,1480.0,1426.0,1465.0,1572.0,31.0,20.0
1827.0,1,16,2,6,1755.0,1589.0,1928.0,1640.0,1480.0,1504.0,1623.0,27.0,25.0
2044.0,1,16,2,7,2053.0,1755.0,2095.0,1928.0,1640.0,1573.0,1721.0,27.0,25.0
2185.0,1,16,2,8,2208.0,2053.0,2119.0,2095.0,1928.0,1660.0,1831.0,27.0,25.0
2255.0,1,16,2,9,2205.0,2208.0,2131.0,2119.0,2095.0,1785.0,1952.0,27.0,25.0
2308.0,1,16,2,10,2188.0,2205.0,2140.0,2131.0,2119.0,1896.0,2048.0,28.0,26.0
2352.0,1,16,2,11,2203.0,2188.0,2127.0,2140.0,2131.0,1959.0,2106.0,28.0,26.0
2388.0,1,16,2,12,2211.0,2203.0,2094.0,2127.0,2140.0,1997.0,2101.0,28.0,27.0
2397.0,1,16,2,13,2205.0,2211.0,2079.0,2094.0,2127.0,2012.0,2078.0,29.0,28.0
2393.0,1,16,2,14,2203.0,2205.0,2057.0,2079.0,2094.0,2004.0,2043.0,30.0,29.0
2368.0,1,16,2,15,2184.0,2203.0,2070.0,2057.0,2079.0,2002.0,2021.0,30.0,28.0
2366.0,1,16,2,16,2193.0,2184.0,2192.0,2070.0,2057.0,2028.0,2020.0,30.0,29.0
2444.0,1,16,2,17,2318.0,2193.0,2383.0,2192.0,2070.0,2134.0,2122.0,31.0,30.0
2584.0,1,16,2,18,2497.0,2318.0,2384.0,2383.0,2192.0,2232.0,2251.0,31.0,30.0
2553.0,1,16,2,19,2495.0,2497.0,2323.0,2384.0,2383.0,2207.0,2227.0,31.0,31.0
2468.0,1,16,2,20,2433.0,2495.0,2231.0,2323.0,2384.0,2116.0,2154.0,31.0,30.0
2357.0,1,16,2,21,2342.0,2433.0,2083.0,2231.0,2323.0,2066.0,2075.0,31.0,30.0
2200.0,1,16,2,22,2192.0,2342.0,1902.0,2083.0,2231.0,1927.0,1989.0,32.0,30.0
2007.0,1,16,2,23,1992.0,2192.0,1729.0,1902.0,2083.0,1760.0,1857.0,31.0,30.0
1828.0,1,16,2,24,1823.0,1992.0,1622.0,1729.0,1902.0,1609.0,1713.0,31.0,30.0
1722.0,1,17,3,1,1708.0,1823.0,1566.0,1622.0,1729.0,1508.0,1597.0,31.0,30.0
1661.0,1,17,3,2,1647.0,1708.0,1541.0,1566.0,1622.0,1451.0,1521.0,31.0,30.0
1639.0,1,17,3,3,1616.0,1647.0,1537.0,1541.0,1566.0,1423.0,1482.0,31.0,29.0
1638.0,1,17,3,4,1616.0,1616.0,1589.0,1537.0,1541.0,1426.0,1460.0,30.0,29.0
1685.0,1,17,3,5,1677.0,1616.0,1755.0,1589.0,1537.0,1480.0,1465.0,30.0,28.0
1848.0,1,17,3,6,1827.0,1677.0,2053.0,1755.0,1589.0,1640.0,1504.0,30.0,27.0
2137.0,1,17,3,7,2044.0,1827.0,2208.0,2053.0,1755.0,1928.0,1573.0,30.0,25.0
2267.0,1,17,3,8,2185.0,2044.0,2205.0,2208.0,2053.0,2095.0,1660.0,29.0,25.0
2274.0,1,17,3,9,2255.0,2185.0,2188.0,2205.0,2208.0,2119.0,1785.0,30.0,25.0
