Demand,month,day,weekday,hour,Demand24,Demand25,Demand47,Demand48,Demand49,Demand72,Demand96,DB,DP
2500.0,1,8,1,1,2394.0,2538.0,2431.0,2530.0,2694.0,2565.0,2736.0,29.0,24.0
2408.0,1,8,1,2,2310.0,2394.0,2376.0,2431.0,2530.0,2455.0,2639.0,28.0,25.0
2370.0,1,8,1,3,2283.0,2310.0,2346.0,2376.0,2431.0,2396.0,2602.0,29.0,26.0
2376.0,1,8,1,4,2295.0,2283.0,2348.0,2346.0,2376.0,2372.0,2603.0,29.0,26.0
2436.0,1,8,1,5,2371.0,2295.0,2395.0,2348.0,2346.0,2384.0,2661.0,30.0,26.0
2642.0,1,8,1,6,2591.0,2371.0,2489.0,2395.0,2348.0,2456.0,2851.0,32.0,26.0
3025.0,1,8,1,7,2979.0,2591.0,2583.0,2489.0,2395.0,2588.0,3204.0,33.0,26.0
3243.0,1,8,1,8,3213.0,2979.0,2705.0,2583.0,2489.0,2715.0,3418.0,33.0,26.0
3257.0,1,8,1,9,3233.0,3213.0,2784.0,2705.0,2583.0,2850.0,3456.0,34.0,27.0
3248.0,1,8,1,10,3237.0,3233.0,2834.0,2784.0,2705.0,2940.0,3472.0,37.0,27.0
3237.0,1,8,1,11,3241.0,3237.0,2860.0,2834.0,2784.0,2988.0,3439.0,40.0,27.0
3213.0,1,8,1,12,3237.0,3241.0,2864.0,2860.0,2834.0,2991.0,3406.0,42.0,26.0
3188.0,1,8,1,13,3216.0,3237.0,2847.0,2864.0,2860.0,2958.0,3367.0,44.0,26.0
3173.0,1,8,1,14,3196.0,3216.0,2831.0,2847.0,2864.0,2909.0,3344.0,45.0,26.0
3152.0,1,8,1,15,3177.0,3196.0,2870.0,2831.0,2847.0,2891.0,3353.0,46.0,26.0
3169.0,1,8,1,16,3208.0,3177.0,3087.0,2870.0,2831.0,2898.0,3378.0,46.0,26.0
3344.0,1,8,1,17,3399.0,3208.0,3319.0,3087.0,2870.0,3090.0,3527.0,45.0,26.0
3534.0,1,8,1,18,3615.0,3399.0,3325.0,3319.0,3087.0,3305.0,3657.0,43.0,26.0
3495.0,1,8,1,19,3585.0,3615.0,3244.0,3325.0,3319.0,3313.0,3574.0,42.0,26.0
3419.0,1,8,1,20,3517.0,3585.0,3146.0,3244.0,3325.0,3252.0,3469.0,39.0,27.0
3299.0,1,8,1,21,3398.0,3517.0,2974.0,3146.0,3244.0,3176.0,3349.0,38.0,27.0
3101.0,1,8,1,22,3197.0,3398.0,2753.0,2974.0,3146.0,3066.0,3186.0,40.0,28.0
2831.0,1,8,1,23,2926.0,3197.0,2538.0,2753.0,2974.0,2901.0,2968.0,41.0,26.0
2577.0,1,8,1,24,2673.0,2926.0,2394.0,2538.0,2753.0,2694.0,2743.0,40.0,26.0
2415.0,1,9,2,1,2500.0,2673.0,2310.0,2394.0,2538.0,2530.0,2565.0,39.0,25.0
2323.0,1,9,2,2,2408.0,2500.0,2283.0,2310.0,2394.0,2431.0,2455.0,37.0,25.0
2291.0,1,9,2,3,2370.0,2408.0,2295.0,2283.0,2310.0,2376.0,2396.0,33.0,24.0
2298.0,1,9,2,4,2376.0,2370.0,2371.0,2295.0,2283.0,2346.0,2372.0,34.0,25.0
2364.0,1,9,2,5,2436.0,2376.0,2591.0,2371.0,2295.0,2348.0,2384.0,33.0,26.0
2580.0,1,9,2,6,2642.0,2436.0,2979.0,2591.0,2371.0,2395.0,2456.0,32.0,27.0
2975.0,1,9,2,7,3025.0,2642.0,3213.0,2979.0,2591.0,2489.0,2588.0,33.0,27.0
3221.0,1,9,2,8,3243.0,3025.0,3233.0,3213.0,2979.0,2583.0,2715.0,32.0,25.0
3275.0,1,9,2,9,3257.0,3243.0,3237.0,3233.0,3213.0,2705.0,2850.0,31.0,25.0
3292.0,1,9,2,10,3248.0,3257.0,3241.0,3237.0,3233.0,2784.0,2940.0,36.0,27.0
3269.0,1,9,2,11,3237.0,3248.0,3237.0,3241.0,3237.0,2834.0,2988.0,37.0,30.0
3255.0,1,9,2,12,3213.0,3237.0,3216.0,3237.0,3241.0,2860.0,2991.0,37.0,29.0
3244.0,1,9,2,13,3188.0,3213.0,3196.0,3216.0,3237.0,2864.0,2958.0,38.0,29.0
3227.0,1,9,2,14,3173.0,3188.0,3177.0,3196.0,3216.0,2847.0,2909.0,39.0,29.0
3215.0,1,9,2,15,3152.0,3173.0,3208.0,3177.0,3196.0,2831.0,2891.0,44.0,27.0
3278.0,1,9,2,16,3169.0,3152.0,3399.0,3208.0,3177.0,2870.0,2898.0,42.0,28.0
3451.0,1,9,2,17,3344.0,3169.0,3615.0,3399.0,3208.0,3087.0,3090.0,43.0,29.0
3552.0,1,9,2,18,3534.0,3344.0,3585.0,3615.0,3399.0,3319.0,3305.0,42.0,31.0
3485.0,1,9,2,19,3495.0,3534.0,3517.0,3585.0,3615.0,3325.0,3313.0,43.0,33.0
3402.0,1,9,2,20,3419.0,3495.0,3398.0,3517.0,3585.0,3244.0,3252.0,42.0,33.0
3280.0,1,9,2,21,3299.0,3419.0,3197.0,3398.0,3517.0,3146.0,3176.0,44.0,34.0
3073.0,1,9,2,22,3101.0,3299.0,2926.0,3197.0,3398.0,2974.0,3066.0,44.0,33.0
2801.0,1,9,2,23,2831.0,3101.0,2673.0,2926.0,3197.0,2753.0,2901.0,45.0,32.0
2549.0,1,9,2,24,2577.0,2831.0,2500.0,2673.0,2926.0,2538.0,2694.0,45.0,31.0
2378.0,1,10,3,1,2415.0,2577.0,2408.0,2500.0,2673.0,2394.0,2530.0,45.0,27.0
2283.0,1,10,3,2,2323.0,2415.0,2370.0,2408.0,2500.0,2310.0,2431.0,44.0,24.0
2245.0,1,10,3,3,2291.0,2323.0,2376.0,2370.0,2408.0,2283.0,2376.0,44.0,24.0
2247.0,1,10,3,4,2298.0,2291.0,2436.0,2376.0,2370.0,2295.0,2346.0,43.0,25.0
2304.0,1,10,3,5,2364.0,2298.0,2642.0,2436.0,2376.0,2371.0,2348.0,42.0,25.0
2511.0,1,10,3,6,2580.0,2364.0,3025.0,2642.0,2436.0,2591.0,2395.0,42.0,23.0
2897.0,1,10,3,7,2975.0,2580.0,3243.0,3025.0,2642.0,2979.0,2489.0,42.0,22.0
3125.0,1,10,3,8,3221.0,2975.0,3257.0,3243.0,3025.0,3213.0,2583.0,41.0,21.0
3155.0,1,10,3,9,3275.0,3221.0,3248.0,3257.0,3243.0,3233.0,2705.0,41.0,21.0
3166.0,1,10,3,10,3292.0,3275.0,3237.0,3248.0,3257.0,3237.0,2784.0,42.0,21.0
3169.0,1,10,3,11,3269.0,3292.0,3213.0,3237.0,3248.0,3241.0,2834.0,43.0,21.0
3159.0,1,10,3,12,3255.0,3269.0,3188.0,3213.0,3237.0,3237.0,2860.0,44.0,21.0
3131.0,1,10,3,13,3244.0,3255.0,3173.0,3188.0,3213.0,3216.0,2864.0,46.0,22.0
3114.0,1,10,3,14,3227.0,3244.0,3152.0,3173.0,3188.0,3196.0,2847.0,46.0,21.0
3088.0,1,10,3,15,3215.0,3227.0,3169.0,3152.0,3173.0,3177.0,2831.0,47.0,21.0
3098.0,1,10,3,16,3278.0,3215.0,3344.0,3169.0,3152.0,3208.0,2870.0,47.0,21.0
3267.0,1,10,3,17,3451.0,3278.0,3534.0,3344.0,3169.0,3399.0,3087.0,45.0,21.0
3473.0,1,10,3,18,3552.0,3451.0,3495.0,3534.0,3344.0,3615.0,3319.0,44.0,20.0
3441.0,1,10,3,19,3485.0,3552.0,3419.0,3495.0,3534.0,3585.0,3325.0,42.0,21.0
3364.0,1,10,3,20,3402.0,3485.0,3299.0,3419.0,3495.0,3517.0,3244.0,41.0,22.0
3252.0,1,10,3,21,3280.0,3402.0,3101.0,3299.0,3419.0,3398.0,3146.0,39.0,21.0
3066.0,1,10,3,22,3073.0,3280.0,2831.0,3101.0,3299.0,3197.0,2974.0,38.0,21.0
2808.0,1,10,3,23,2801.0,3073.0,2577.0,2831.0,3101.0,2926.0,2753.0,37.0,22.0
2565.0,1,10,3,24,2549.0,2801.0,2415.0,2577.0,2831.0,2673.0,2538.0,37.0,22.0
2407.0,1,11,4,1,2378.0,2549.0,2323.0,2415.0,2577.0,2500.0,2394.0,36.0,22.0
2323.0,1,11,4,2,2283.0,2378.0,2291.0,2323.0,2415.0,2408.0,2310.0,35.0,22.0
2289.0,1,11,4,3,2245.0,2283.0,2298.0,2291.0,2323.0,2370.0,2283.0,34.0,22.0
2296.0,1,11,4,4,2247.0,2245.0,2364.0,2298.0,2291.0,2376.0,2295.0,33.0,22.0
2363.0,1,11,4,5,2304.0,2247.0,2580.0,2364.0,2298.0,2436.0,2371.0,32.0,21.0
2567.0,1,11,4,6,2511.0,2304.0,2975.0,2580.0,2364.0,2642.0,2591.0,32.0,22.0
2946.0,1,11,4,7,2897.0,2511.0,3221.0,2975.0,2580.0,3025.0,2979.0,32.0,22.0
3193.0,1,11,4,8,3125.0,2897.0,3275.0,3221.0,2975.0,3243.0,3213.0,32.0,22.0
3234.0,1,11,4,9,3155.0,3125.0,3292.0,3275.0,3221.0,3257.0,3233.0,32.0,22.0
3230.0,1,11,4,10,3166.0,3155.0,3269.0,3292.0,3275.0,3248.0,3237.0,34.0,24.0
3224.0,1,11,4,11,3169.0,3166.0,3255.0,3269.0,3292.0,3237.0,3241.0,37.0,25.0
3227.0,1,11,4,12,3159.0,3169.0,3244.0,3255.0,3269.0,3213.0,3237.0,39.0,28.0
3223.0,1,11,4,13,3131.0,3159.0,3227.0,3244.0,3255.0,3188.0,3216.0,39.0,29.0
3221.0,1,11,4,14,3114.0,3131.0,3215.0,3227.0,3244.0,3173.0,3196.0,39.0,30.0
3211.0,1,11,4,15,3088.0,3114.0,3278.0,3215.0,3227.0,3152.0,3177.0,40.0,31.0
3227.0,1,11,4,16,3098.0,3088.0,3451.0,3278.0,3215.0,3169.0,3208.0,39.0,30.0
3368.0,1,11,4,17,3267.0,3098.0,3552.0,3451.0,3278.0,3344.0,3399.0,39.0,30.0
3455.0,1,11,4,18,3473.0,3267.0,3485.0,3552.0,3451.0,3534.0,3615.0,39.0,31.0
3374.0,1,11,4,19,3441.0,3473.0,3402.0,3485.0,3552.0,3495.0,3585.0,38.0,33.0
3263.0,1,11,4,20,3364.0,3441.0,3280.0,3402.0,3485.0,3419.0,3517.0,38.0,33.0
3138.0,1,11,4,21,3252.0,3364.0,3073.0,3280.0,3402.0,3299.0,3398.0,39.0,33.0
2980.0,1,11,4,22,3066.0,3252.0,2801.0,3073.0,3280.0,3101.0,3197.0,38.0,33.0
2777.0,1,11,4,23,2808.0,3066.0,2549.0,2801.0,3073.0,2831.0,2926.0,38.0,34.0
2561.0,1,11,4,24,2565.0,2808.0,2378.0,2549.0,2801.0,2577.0,2673.0,38.0,35.0
2391.0,1,12,5,1,2407.0,2565.0,2283.0,2378.0,2549.0,2415.0,2500.0,38.0,36.0
2284.0,1,12,5,2,2323.0,2407.0,2245.0,2283.0,2378.0,2323.0,2408.0,38.0,36.0
2219.0,1,12,5,3,2289.0,2323.0,2247.0,2245.0,2283.0,2291.0,2370.0,39.0,36.0
2190.0,1,12,5,4,2296.0,2289.0,2304.0,2247.0,2245.0,2298.0,2376.0,39.0,37.0
2200.0,1,12,5,5,2363.0,2296.0,2511.0,2304.0,2247.0,2364.0,2436.0,39.0,37.0
2265.0,1,12,5,6,2567.0,2363.0,2897.0,2511.0,2304.0,2580.0,2642.0,40.0,38.0
2399.0,1,12,5,7,2946.0,2567.0,3125.0,2897.0,2511.0,2975.0,3025.0,40.0,39.0
2544.0,1,12,5,8,3193.0,2946.0,3155.0,3125.0,2897.0,3221.0,3243.0,40.0,38.0
2713.0,1,12,5,9,3234.0,3193.0,3166.0,3155.0,3125.0,3275.0,3257.0,41.0,39.0
2842.0,1,12,5,10,3230.0,3234.0,3169.0,3166.0,3155.0,3292.0,3248.0,41.0,39.0
2914.0,1,12,5,11,3224.0,3230.0,3159.0,3169.0,3166.0,3269.0,3237.0,42.0,40.0
2951.0,1,12,5,12,3227.0,3224.0,3131.0,3159.0,3169.0,3255.0,3213.0,43.0,39.0
2936.0,1,12,5,13,3223.0,3227.0,3114.0,3131.0,3159.0,3244.0,3188.0,42.0,39.0
2889.0,1,12,5,14,3221.0,3223.0,3088.0,3114.0,3131.0,3227.0,3173.0,42.0,40.0
2864.0,1,12,5,15,3211.0,3221.0,3098.0,3088.0,3114.0,3215.0,3152.0,42.0,40.0
2876.0,1,12,5,16,3227.0,3211.0,3267.0,3098.0,3088.0,3278.0,3169.0,43.0,40.0
3027.0,1,12,5,17,3368.0,3227.0,3473.0,3267.0,3098.0,3451.0,3344.0,41.0,40.0
3149.0,1,12,5,18,3455.0,3368.0,3441.0,3473.0,3267.0,3552.0,3534.0,41.0,39.0
3121.0,1,12,5,19,3374.0,3455.0,3364.0,3441.0,3473.0,3485.0,3495.0,42.0,41.0
3036.0,1,12,5,20,3263.0,3374.0,3252.0,3364.0,3441.0,3402.0,3419.0,43.0,42.0
2941.0,1,12,5,21,3138.0,3263.0,3066.0,3252.0,3364.0,3280.0,3299.0,42.0,42.0
2837.0,1,12,5,22,2980.0,3138.0,2808.0,3066.0,3252.0,3073.0,3101.0,42.0,42.0
2664.0,1,12,5,23,2777.0,2980.0,2565.0,2808.0,3066.0,2801.0,2831.0,41.0,41.0
2479.0,1,12,5,24,2561.0,2777.0,2407.0,2565.0,2808.0,2549.0,2577.0,41.0,41.0
2313.0,1,13,6,1,2391.0,2561.0,2323.0,2407.0,2565.0,2378.0,2415.0,42.0,42.0
2201.0,1,13,6,2,2284.0,2391.0,2289.0,2323.0,2407.0,2283.0,2323.0,41.0,41.0
2139.0,1,13,6,3,2219.0,2284.0,2296.0,2289.0,2323.0,2245.0,2291.0,41.0,41.0
2111.0,1,13,6,4,2190.0,2219.0,2363.0,2296.0,2289.0,2247.0,2298.0,41.0,41.0
2110.0,1,13,6,5,2200.0,2190.0,2567.0,2363.0,2296.0,2304.0,2364.0,41.0,41.0
2152.0,1,13,6,6,2265.0,2200.0,2946.0,2567.0,2363.0,2511.0,2580.0,41.0,41.0
2243.0,1,13,6,7,2399.0,2265.0,3193.0,2946.0,2567.0,2897.0,2975.0,41.0,41.0
2337.0,1,13,6,8,2544.0,2399.0,3234.0,3193.0,2946.0,3125.0,3221.0,41.0,41.0
2486.0,1,13,6,9,2713.0,2544.0,3230.0,3234.0,3193.0,3155.0,3275.0,42.0,42.0
2632.0,1,13,6,10,2842.0,2713.0,3224.0,3230.0,3234.0,3166.0,3292.0,43.0,43.0
2731.0,1,13,6,11,2914.0,2842.0,3227.0,3224.0,3230.0,3169.0,3269.0,44.0,44.0
2790.0,1,13,6,12,2951.0,2914.0,3223.0,3227.0,3224.0,3159.0,3255.0,44.0,44.0
2822.0,1,13,6,13,2936.0,2951.0,3221.0,3223.0,3227.0,3131.0,3244.0,46.0,46.0
2824.0,1,13,6,14,2889.0,2936.0,3211.0,3221.0,3223.0,3114.0,3227.0,47.0,47.0
2815.0,1,13,6,15,2864.0,2889.0,3227.0,3211.0,3221.0,3088.0,3215.0,49.0,47.0
2837.0,1,13,6,16,2876.0,2864.0,3368.0,3227.0,3211.0,3098.0,3278.0,48.0,47.0
2992.0,1,13,6,17,3027.0,2876.0,3455.0,3368.0,3227.0,3267.0,3451.0,48.0,47.0
3113.0,1,13,6,18,3149.0,3027.0,3374.0,3455.0,3368.0,3473.0,3552.0,48.0,47.0
3109.0,1,13,6,19,3121.0,3149.0,3263.0,3374.0,3455.0,3441.0,3485.0,48.0,46.0
3006.0,1,13,6,20,3036.0,3121.0,3138.0,3263.0,3374.0,3364.0,3402.0,48.0,46.0
2939.0,1,13,6,21,2941.0,3036.0,2980.0,3138.0,3263.0,3252.0,3280.0,49.0,47.0
2778.0,1,13,6,22,2837.0,2941.0,2777.0,2980.0,3138.0,3066.0,3073.0,49.0,48.0
2561.0,1,13,6,23,2664.0,2837.0,2561.0,2777.0,2980.0,2808.0,2801.0,49.0,48.0
2338.0,1,13,6,24,2479.0,2664.0,2391.0,2561.0,2777.0,2565.0,2549.0,49.0,48.0
2184.0,1,14,0,1,2313.0,2479.0,2284.0,2391.0,2561.0,2407.0,2378.0,51.0,48.0
2097.0,1,14,0,2,2201.0,2313.0,2219.0,2284.0,2391.0,2323.0,2283.0,51.0,49.0
2055.0,1,14,0,3,2139.0,2201.0,2190.0,2219.0,2284.0,2289.0,2245.0,50.0,49.0
2055.0,1,14,0,4,2111.0,2139.0,2200.0,2190.0,2219.0,2296.0,2247.0,50.0,49.0
2120.0,1,14,0,5,2110.0,2111.0,2265.0,2200.0,2190.0,2363.0,2304.0,50.0,50.0
2322.0,1,14,0,6,2152.0,2110.0,2399.0,2265.0,2200.0,2567.0,2511.0,50.0,49.0
2690.0,1,14,0,7,2243.0,2152.0,2544.0,2399.0,2265.0,2946.0,2897.0,51.0,49.0
2953.0,1,14,0,8,2337.0,2243.0,2713.0,2544.0,2399.0,3193.0,3125.0,51.0,49.0
3039.0,1,14,0,9,2486.0,2337.0,2842.0,2713.0,2544.0,3234.0,3155.0,53.0,51.0
3074.0,1,14,0,10,2632.0,2486.0,2914.0,2842.0,2713.0,3230.0,3166.0,53.0,51.0
3097.0,1,14,0,11,2731.0,2632.0,2951.0,2914.0,2842.0,3224.0,3169.0,54.0,51.0
3081.0,1,14,0,12,2790.0,2731.0,2936.0,2951.0,2914.0,3227.0,3159.0,55.0,51.0
3065.0,1,14,0,13,2822.0,2790.0,2889.0,2936.0,2951.0,3223.0,3131.0,58.0,50.0
3040.0,1,14,0,14,2824.0,2822.0,2864.0,2889.0,2936.0,3221.0,3114.0,59.0,46.0
3010.0,1,14,0,15,2815.0,2824.0,2876.0,2864.0,2889.0,3211.0,3088.0,60.0,42.0
3006.0,1,14,0,16,2837.0,2815.0,3027.0,2876.0,2864.0,3227.0,3098.0,59.0,36.0
3154.0,1,14,0,17,2992.0,2837.0,3149.0,3027.0,2876.0,3368.0,3267.0,56.0,32.0
3331.0,1,14,0,18,3113.0,2992.0,3121.0,3149.0,3027.0,3455.0,3473.0,53.0,33.0
3287.0,1,14,0,19,3109.0,3113.0,3036.0,3121.0,3149.0,3374.0,3441.0,51.0,32.0
3205.0,1,14,0,20,3006.0,3109.0,2941.0,3036.0,3121.0,3263.0,3364.0,49.0,32.0
3084.0,1,14,0,21,2939.0,3006.0,2837.0,2941.0,3036.0,3138.0,3252.0,48.0,31.0
2892.0,1,14,0,22,2778.0,2939.0,2664.0,2837.0,2941.0,2980.0,3066.0,46.0,25.0
2638.0,1,14,0,23,2561.0,2778.0,2479.0,2664.0,2837.0,2777.0,2808.0,45.0,26.0
2399.0,1,14,0,24,2338.0,2561.0,2313.0,2479.0,2664.0,2561.0,2565.0,44.0,25.0
2236.0,1,15,1,1,2184.0,2338.0,2201.0,2313.0,2479.0,2391.0,2407.0,43.0,24.0
2150.0,1,15,1,2,2097.0,2184.0,2139.0,2201.0,2313.0,2284.0,2323.0,42.0,24.0
2112.0,1,15,1,3,2055.0,2097.0,2111.0,2139.0,2201.0,2219.0,2289.0,41.0,23.0
2111.0,1,15,1,4,2055.0,2055.0,2110.0,2111.0,2139.0,2190.0,2296.0,40.0,24.0
2173.0,1,15,1,5,2120.0,2055.0,2152.0,2110.0,2111.0,2200.0,2363.0,39.0,24.0
2387.0,1,15,1,6,2322.0,2120.0,2243.0,2152.0,2110.0,2265.0,2567.0,39.0,24.0
2779.0,1,15,1,7,2690.0,2322.0,2337.0,2243.0,2152.0,2399.0,2946.0,38.0,23.0
3047.0,1,15,1,8,2953.0,2690.0,2486.0,2337.0,2243.0,2544.0,3193.0,37.0,23.0
3101.0,1,15,1,9,3039.0,2953.0,2632.0,2486.0,2337.0,2713.0,3234.0,37.0,23.0
3121.0,1,15,1,10,3074.0,3039.0,2731.0,2632.0,2486.0,2842.0,3230.0,37.0,23.0
3130.0,1,15,1,11,3097.0,3074.0,2790.0,2731.0,2632.0,2914.0,3224.0,38.0,23.0
3155.0,1,15,1,12,3081.0,3097.0,2822.0,2790.0,2731.0,2951.0,3227.0,40.0,24.0
3151.0,1,15,1,13,3065.0,3081.0,2824.0,2822.0,2790.0,2936.0,3223.0,40.0,24.0
3152.0,1,15,1,14,3040.0,3065.0,2815.0,2824.0,2822.0,2889.0,3221.0,41.0,23.0
3132.0,1,15,1,15,3010.0,3040.0,2837.0,2815.0,2824.0,2864.0,3211.0,41.0,24.0
3139.0,1,15,1,16,3006.0,3010.0,2992.0,2837.0,2815.0,2876.0,3227.0,41.0,24.0
3284.0,1,15,1,17,3154.0,3006.0,3113.0,2992.0,2837.0,3027.0,3368.0,41.0,24.0
3482.0,1,15,1,18,3331.0,3154.0,3109.0,3113.0,2992.0,3149.0,3455.0,40.0,24.0
3451.0,1,15,1,19,3287.0,3331.0,3006.0,3109.0,3113.0,3121.0,3374.0,40.0,22.0
3371.0,1,15,1,20,3205.0,3287.0,2939.0,3006.0,3109.0,3036.0,3263.0,39.0,22.0
3248.0,1,15,1,21,3084.0,3205.0,2778.0,2939.0,3006.0,2941.0,3138.0,37.0,22.0
3048.0,1,15,1,22,2892.0,3084.0,2561.0,2778.0,2939.0,2837.0,2980.0,37.0,21.0
2786.0,1,15,1,23,2638.0,2892.0,2338.0,2561.0,2778.0,2664.0,2777.0,36.0,22.0
2539.0,1,15,1,24,2399.0,2638.0,2184.0,2338.0,2561.0,2479.0,2561.0,35.0,22.0
2371.0,1,16,2,1,2236.0,2399.0,2097.0,2184.0,2338.0,2313.0,2391.0,35.0,23.0
2281.0,1,16,2,2,2150.0,2236.0,2055.0,2097.0,2184.0,2201.0,2284.0,36.0,22.0
2238.0,1,16,2,3,2112.0,2150.0,2055.0,2055.0,2097.0,2139.0,2219.0,35.0,23.0
2238.0,1,16,2,4,2111.0,2112.0,2120.0,2055.0,2055.0,2111.0,2190.0,36.0,23.0
2302.0,1,16,2,5,2173.0,2111.0,2322.0,2120.0,2055.0,2110.0,2200.0,35.0,22.0
2531.0,1,16,2,6,2387.0,2173.0,2690.0,2322.0,2120.0,2152.0,2265.0,33.0,25.0
2920.0,1,16,2,7,2779.0,2387.0,2953.0,2690.0,2322.0,2243.0,2399.0,31.0,28.0
3183.0,1,16,2,8,3047.0,2779.0,3039.0,2953.0,2690.0,2337.0,2544.0,31.0,28.0
3244.0,1,16,2,9,3101.0,3047.0,3074.0,3039.0,2953.0,2486.0,2713.0,30.0,28.0
3310.0,1,16,2,10,3121.0,3101.0,3097.0,3074.0,3039.0,2632.0,2842.0,31.0,29.0
3340.0,1,16,2,11,3130.0,3121.0,3081.0,3097.0,3074.0,2731.0,2914.0,31.0,30.0
3366.0,1,16,2,12,3155.0,3130.0,3065.0,3081.0,3097.0,2790.0,2951.0,32.0,31.0
3373.0,1,16,2,13,3151.0,3155.0,3040.0,3065.0,3081.0,2822.0,2936.0,33.0,31.0
3367.0,1,16,2,14,3152.0,3151.0,3010.0,3040.0,3065.0,2824.0,2889.0,33.0,32.0
3354.0,1,16,2,15,3132.0,3152.0,3006.0,3010.0,3040.0,2815.0,2864.0,33.0,31.0
3379.0,1,16,2,16,3139.0,3132.0,3154.0,3006.0,3010.0,2837.0,2876.0,33.0,31.0
3512.0,1,16,2,17,3284.0,3139.0,3331.0,3154.0,3006.0,2992.0,3027.0,33.0,31.0
3643.0,1,16,2,18,3482.0,3284.0,3287.0,3331.0,3154.0,3113.0,3149.0,33.0,31.0
3583.0,1,16,2,19,3451.0,3482.0,3205.0,3287.0,3331.0,3109.0,3121.0,33.0,31.0
3478.0,1,16,2,20,3371.0,3451.0,3084.0,3205.0,3287.0,3006.0,3036.0,33.0,31.0
3339.0,1,16,2,21,3248.0,3371.0,2892.0,3084.0,3205.0,2939.0,2941.0,33.0,31.0
3126.0,1,16,2,22,3048.0,3248.0,2638.0,2892.0,3084.0,2778.0,2837.0,34.0,32.0
2854.0,1,16,2,23,2786.0,3048.0,2399.0,2638.0,2892.0,2561.0,2664.0,33.0,31.0
2595.0,1,16,2,24,2539.0,2786.0,2236.0,2399.0,2638.0,2338.0,2479.0,33.0,31.0
2435.0,1,17,3,1,2371.0,2539.0,2150.0,2236.0,2399.0,2184.0,2313.0,34.0,31.0
2344.0,1,17,3,2,2281.0,2371.0,2112.0,2150.0,2236.0,2097.0,2201.0,33.0,31.0
2302.0,1,17,3,3,2238.0,2281.0,2111.0,2112.0,2150.0,2055.0,2139.0,33.0,31.0
2304.0,1,17,3,4,2238.0,2238.0,2173.0,2111.0,2112.0,2055.0,2111.0,33.0,31.0
2373.0,1,17,3,5,2302.0,2238.0,2387.0,2173.0,2111.0,2120.0,2110.0,32.0,30.0
2586.0,1,17,3,6,2531.0,2302.0,2779.0,2387.0,2173.0,2322.0,2152.0,32.0,30.0
2971.0,1,17,3,7,2920.0,2531.0,3047.0,2779.0,2387.0,2690.0,2243.0,32.0,30.0
3195.0,1,17,3,8,3183.0,2920.0,3101.0,3047.0,2779.0,2953.0,2337.0,32.0,29.0
3224.0,1,17,3,9,3244.0,3183.0,3121.0,3101.0,3047.0,3039.0,2486.0,34.0,29.0
